marca,anio,localizacion,kilometraje,combustible,distintivo_ambiental,garantia,cambio,carroceria,plazas,potencia,puertas,color,precio,vendedor,consumo_medio,certificado,fecha_extraccion,referencia,url,ruta_imagen
HYUNDAI i10 1.0 MPI Klass,05/2024,La Rioja,9.500 km,Gasolina,C,24 meses,Manual,Berlina,4 asientos,67 cv,5 Puertas,Blanco,14.200 €,"RIAUTO
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 00:05:04.896622,ref15450982,https://www.autocasion.com/coches-segunda-mano/hyundai-i10-ocasion/i10-1-0-mpi-klass-2-ref15450982,img/coches/15450982-0-420932280367b5df69c0d5c8.74803410.jpeg
PEUGEOT 5008 1.2L PureTech 96kW (130) S&S EAT6 Allure,07/2017,La Rioja,68.416 km,Gasolina,C,12 meses,Automático,"4x4, SUV o pickup",,130 cv,5 Puertas,Verde,17.900 €,"RIAUTO
Profesional",,Si,2025-03-05 00:05:13.279380,ref15270546,https://www.autocasion.com/coches-segunda-mano/peugeot-5008-ocasion/1-2l-puretech-96kw-130-s-s-eat6-allure-1678ea7d969738-ref15270546,img/coches/15270546-0-582500991678ea85515fa97.98312300.jpeg
HYUNDAI Bayon 1.2 MPI Maxx,11/2022,La Rioja,13.847 km,Gasolina,C,24 meses,Manual,Todo Terreno,5 asientos,84 cv,5 Puertas,Gris,17.500 €,"RIAUTO
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 00:05:23.758669,ref14772318,https://www.autocasion.com/coches-segunda-mano/hyundai-bayon-ocasion/bayon-1-2-mpi-maxx-ref14772318,img/coches/14772318-0-1217785398672e32bf687db5.44577674.jpeg
OPEL Mokka BEV 50kWh 100kW (136CV) GS-e,05/2024,La Rioja,1.000 km,Eléctrico,0 EMISIONES,24 meses,Automático,"4x4, SUV o pickup",,136 cv,5 Puertas,Blanco,29.250 €,"RIAUTO
Profesional",,Si,2025-03-05 00:05:31.205879,ref15450983,https://www.autocasion.com/coches-km0/km-0/opel-mokka-km0/bev-50kwh-100kw-136cv-gs-e-167b5df6607ee6-ref15450983,img/coches/15450983-0-80066857667b5df6b68ced4.50227122.jpeg
PEUGEOT 208 PureTech 96kW (130CV) EAT8 GT,05/2022,La Rioja,41.469 km,Gasolina,C,12 meses,Automático,Berlina mediana o grande,,130 cv,5 Puertas,Azul,16.500 €,"RIAUTO
Profesional",,Si,2025-03-05 00:05:38.892595,ref14738028,https://www.autocasion.com/coches-segunda-mano/peugeot-208-ocasion/puretech-96kw-130cv-eat8-gt-167295180e542d-ref14738028,img/coches/14738028-0-2567196253672951d4da5623.64977596.jpeg
PEUGEOT 208 Allure Eléctrico 100kW,09/2023,La Rioja,10.640 km,Corriente eléctrica,0 EMISIONES,24 meses,Automático,Berlina,5 asientos,136 cv,5 Puertas,Blanco,28.800 €,"RIAUTO
Profesional","Consumo medio
0,00
litros/100 km",Si,2025-03-05 00:05:49.546304,ref13941582,https://www.autocasion.com/coches-km0/km-0/peugeot-208-km0/208-allure-electrico-100kw-ref13941582,img/coches/13941582-0-374886532866a81823eb15e1.63880219.jpeg
CITROEN C3 Turbo 100 You Pack Plus You+Pack Plus,12/2024,La Rioja,50 km,Gasolina,C,24 meses,Manual,Berlina mediana o grande,,100 cv,5 Puertas,Blanco,18.500 €,"RIAUTO
Profesional",,Si,2025-03-05 00:05:59.127177,ref15465868,https://www.autocasion.com/coches-km0/km-0/citroen-c3-km0/turbo-100-you-pack-plus-you-pack-plus-167b78b5a27738-ref15465868,img/coches/15465868-0-364295764367b78b5d994653.89503188.jpeg
PEUGEOT 308 1.6 BlueHDi Style 100,07/2019,La Rioja,97.500 km,Diesel,C,12 meses,Manual,Berlina,5 asientos,100 cv,5 Puertas,Rojo,12.500 €,"RIAUTO
Profesional","Consumo medio
3,60
litros/100 km",Si,2025-03-05 00:06:09.106450,ref15221107,https://www.autocasion.com/coches-segunda-mano/peugeot-308-ocasion/308-1-6-bluehdi-style-100-ref15221107,img/coches/15221107-0-109849337967856d02bd96a3.27468707.jpeg
PEUGEOT 3008 SUV 1.5BlueHDi Allure S&S 130,05/2019,Castellón,109.460 km,Diesel,C,12 meses,Manual,Todo Terreno,5 asientos,130 cv,5 Puertas,Gris / Metalizado,19.500 €,"MULTIMARCAS BENICARLÓ
Profesional","Consumo medio
4,30
litros/100 km",No,2025-03-05 00:06:19.705305,ref15467359,https://www.autocasion.com/coches-segunda-mano/peugeot-3008-suv-ocasion/3008-1-5bluehdi-allure-s-s-130-ref15467359,img/coches/66b8f7f77a10d8351071cf688121af172baaa0d6.jpeg
VOLKSWAGEN Tiguan 2.0TDI R-Line 110kW,11/2020,Castellón,183.039 km,Diesel,C,12 meses,Manual,Todo Terreno,5 asientos,150 cv,5 Puertas,Gris / Metalizado,22.900 €,"MULTIMARCAS BENICARLÓ
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 00:06:30.148349,ref15498227,https://www.autocasion.com/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-r-line-110kw-ref15498227,img/coches/dadbe0dc4aaf9ebc7fb0afc4fa61531024433419.jpeg
BMW Serie 6 620dA Gran Turismo,05/2019,Castellón,152.926 km,Diesel,C,12 meses,Automático,Berlina,5 asientos,190 cv,5 Puertas,OPHISTOGRAU BRILLANTEFFEKT METALLI / Metalizado,33.900 €,"MULTIMARCAS BENICARLÓ
Profesional","Consumo medio
4,80
litros/100 km",No,2025-03-05 00:06:40.333569,ref13937628,https://www.autocasion.com/coches-segunda-mano/bmw-serie-6-ocasion/620da-gran-turismo-ref13937628,img/coches/37760427036e436626b4c9d3af470e7211c62214.jpeg
SEAT Arona 1.0 TSI S&S FR DSG7 110,12/2023,Castellón,3.489 km,Gasolina,C,21 meses,Automático,Todo Terreno,5 asientos,110 cv,5 Puertas,Azul,22.500 €,"MULTIMARCAS BENICARLÓ
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 00:06:50.562823,ref15450707,https://www.autocasion.com/coches-segunda-mano/seat-arona-ocasion/arona-1-0-tsi-s-s-fr-dsg7-110-ref15450707,img/coches/a20d75258a8cb4c2db06eda898fd7606ae8f03ee.jpeg
MINI Mini One,06/2018,Castellón,93.309 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,102 cv,5 Puertas,Beige / Metalizado,16.500 €,"MULTIMARCAS BENICARLÓ
Profesional","Consumo medio
4,90
litros/100 km",No,2025-03-05 00:07:00.477384,ref15054097,https://www.autocasion.com/coches-segunda-mano/mini-mini-ocasion/mini-one-32-ref15054097,img/coches/2f8e7c3c1022b4a2d93ec8bb69dc16e397d0b279.jpeg
VOLVO XC90 D4 Momentum 7pl. Aut.,07/2017,Castellón,170.825 km,Diesel,C,12 meses,Automático,Todo Terreno,7 asientos,190 cv,5 Puertas,Blanco,29.900 €,"MULTIMARCAS BENICARLÓ
Profesional","Consumo medio
5,20
litros/100 km",No,2025-03-05 00:07:11.589802,ref13993574,https://www.autocasion.com/coches-segunda-mano/volvo-xc90-ocasion/xc90-d4-momentum-7pl-ref13993574,img/coches/297f5beb41cc623171a500c45fb87e87b9540061.jpeg
BMW X3 sDrive 18dA,12/2019,Castellón,111.901 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,150 cv,5 Puertas,Negro,28.500 €,"MULTIMARCAS BENICARLÓ
Profesional","Consumo medio
4,90
litros/100 km",No,2025-03-05 00:07:20.763041,ref14942728,https://www.autocasion.com/coches-segunda-mano/bmw-x3-ocasion/x3-sdrive-18da-3-ref14942728,img/coches/48baac3ea77470c79c54435211ec4a880935ebec.jpeg
PEUGEOT 5008 SUV 1.5BlueHDi S&S GT Line EAT8 130,04/2019,Castellón,147.192 km,Diesel,C,12 meses,Automático,Todo Terreno,7 asientos,130 cv,5 Puertas,Blanco / Metalizado,20.500 €,"MULTIMARCAS BENICARLÓ
Profesional","Consumo medio
3,80
litros/100 km",No,2025-03-05 00:07:29.843543,ref15283873,https://www.autocasion.com/coches-segunda-mano/peugeot-5008-suv-ocasion/5008-1-5bluehdi-s-s-gt-line-eat8-130-ref15283873,img/coches/9ae677327d754e770af8d2b61a5ab53d5d05efd0.jpeg
DACIA Sandero 1.5dCi Stepway Music 90,07/2013,Madrid,184.650 km,Diesel,B,12 meses,Manual,Berlina,5 asientos,90 cv,5 Puertas,Negro / Metalizado,6.990 €,"Clidrive Group
Profesional","Consumo medio
5,00
litros/100 km",No,2025-03-05 00:07:58.534735,ref15497803,https://www.autocasion.com/coches-segunda-mano/dacia-sandero-ocasion/sandero-1-5dci-stepway-music-90-ref15497803,img/coches/15497803-0-303202800467bff8fd316913.17915413.jpeg
VOLKSWAGEN Golf R 2.0 TSI 300CV 4Motion BMT DSG,07/2015,Madrid,98.000 km,Gasolina,C,12 meses,Automático,Familiar,,300 cv,5 Puertas,Azul / Metalizado,27.290 €,"Clidrive Group
Profesional",,No,2025-03-05 00:08:06.656482,ref15354505,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/r-2-0-tsi-300cv-4motion-bmt-dsg-1679db237231fd-ref15354505,img/coches/15354505-0-204911286267a4496cc3ded7.01938969.jpeg
PEUGEOT Rifter 1.5BlueHDi S&S Standard GT Line EAT8 130,11/2018,Madrid,114.000 km,Diesel,C,12 meses,Automático,Monovolumen,5 asientos,131 cv,5 Puertas,Blanco / Metalizado,19.490 €,"Clidrive Group
Profesional","Consumo medio
4,30
litros/100 km",No,2025-03-05 00:08:17.414431,ref15333283,https://www.autocasion.com/coches-segunda-mano/peugeot-rifter-ocasion/rifter-1-5bluehdi-standard-gt-line-eat8-130-ref15333283,img/coches/15333283-0-372299016767a449f3f09107.97423507.jpeg
VOLKSWAGEN Golf 2.0TDI GTD 135kW,06/2017,Madrid,118.000 km,Diesel,C,12 meses,Automático,Berlina,5 asientos,184 cv,5 Puertas,Negro / Metalizado,25.290 €,"Clidrive Group
Profesional","Consumo medio
4,40
litros/100 km",No,2025-03-05 00:08:28.976141,ref15333228,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-2-0tdi-gtd-184-1-ref15333228,img/coches/15333228-0-96487547367ac332d8fc1e9.56253086.jpeg
CITROEN C4 1.6HDi Collection,02/2012,Madrid,55.000 km,Diesel,B,12 meses,Manual,Berlina,5 asientos,92 cv,5 Puertas,Negro / Metalizado,9.990 €,"Clidrive Group
Profesional","Consumo medio
4,20
litros/100 km",No,2025-03-05 00:08:37.534004,ref15339592,https://www.autocasion.com/coches-segunda-mano/citroen-c4-ocasion/c4-1-6hdi-collection-ref15339592,img/coches/15339592-0-31113294167a449403c95f6.10873388.jpeg
SEAT León ST 2.0 TSI S&S Cupra 4Drive DSG 300,06/2018,Madrid,142.000 km,Gasolina,C,12 meses,Automático,Stationwagon,5 asientos,300 cv,5 Puertas,Azul Mistery (metalizado) / Metalizado,25.490 €,"Clidrive Group
Profesional","Consumo medio
7,20
litros/100 km",No,2025-03-05 00:08:48.466123,ref15358525,https://www.autocasion.com/coches-segunda-mano/seat-leon-ocasion/leon-st-2-0-tsi-s-s-cupra-4drive-dsg-300-ref15358525,img/coches/15358525-0-282380753067a59b78ec3994.77204279.jpeg
VOLVO V40 D2 Kinetic Aut. 120,07/2016,Madrid,142.000 km,Diesel,C,12 meses,Automático,Berlina,5 asientos,120 cv,5 Puertas,Blanco / Metalizado,14.490 €,"Clidrive Group
Profesional","Consumo medio
3,80
litros/100 km",No,2025-03-05 00:08:59.361529,ref15521005,https://www.autocasion.com/coches-segunda-mano/volvo-v40-ocasion/v40-d2-kinetic-aut-120-1-ref15521005,img/coches/15521005-0-105740931067c69109432061.37215312.jpeg
MITSUBISHI Eclipse Cross 150 T Motion 2WD,02/2019,Madrid,183.000 km,Gasolina,C,12 meses,Manual,Todo Terreno,5 asientos,163 cv,5 Puertas,Azul / Metalizado,13.190 €,"Clidrive Group
Profesional","Consumo medio
7,00
litros/100 km",No,2025-03-05 00:09:12.314910,ref15113300,https://www.autocasion.com/coches-segunda-mano/mitsubishi-eclipse-cross-ocasion/eclipse-cross-150-t-motion-2wd-ref15113300,img/coches/15113300-0-353928506667aed56e851f92.09632971.jpeg
FORD Focus 1.0 Ecoboost Auto-S&S ST-Line 125,02/2018,Madrid,79.000 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,125 cv,5 Puertas,Rojo Race (sólido) / Metalizado,16.490 €,"Clidrive Group
Profesional","Consumo medio
4,70
litros/100 km",No,2025-03-05 00:09:22.835638,ref15448549,https://www.autocasion.com/coches-segunda-mano/ford-focus-ocasion/focus-1-0-ecoboost-auto-s-s-st-line-125-ref15448549,img/coches/15448549-0-241810154567b56d9f398c37.11412902.jpeg
MERCEDES-BENZ Clase A 200CDI Elegance Aut.,03/2017,Madrid,63.000 km,Diesel,C,12 meses,Automático,Berlina,5 asientos,140 cv,5 Puertas,Gris / Metalizado,22.990 €,"Clidrive Group
Profesional","Consumo medio
5,40
litros/100 km",No,2025-03-05 00:09:33.246530,ref15251330,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-a-ocasion/a-200cdi-elegance-aut-1-ref15251330,img/coches/15251330-0-325298643267a44937808115.55243993.jpeg
VOLKSWAGEN Golf R 2.0 TSI 228kW (310CV) 4Motion DSG,03/2017,Madrid,207.850 km,Gasolina,C,12 meses,Automático,Berlina mediana o grande,,310 cv,5 Puertas,Gris / Metalizado,23.490 €,"Clidrive Group
Profesional",,No,2025-03-05 00:09:41.805561,ref15223965,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/r-2-0-tsi-228kw-310cv-4motion-dsg-1678612abc1b9c-ref15223965,img/coches/15223965-0-377546301467a59b8c83c220.27277737.jpeg
AUDI Q3 40 TDI S line quattro S tronic 140kW,04/2019,Madrid,157.500 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,190 cv,5 Puertas,Negro / Metalizado,26.290 €,"Clidrive Group
Profesional","Consumo medio
5,50
litros/100 km",No,2025-03-05 00:09:51.924767,ref15354528,https://www.autocasion.com/coches-segunda-mano/audi-q3-ocasion/q3-40-tdi-s-line-quattro-s-tronic-140kw-ref15354528,img/coches/15354528-0-404891365667a6ed3c6bf425.50899226.jpeg
KIA Picanto 1.0 Concept,04/2018,Madrid,7.500 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,66 cv,5 Puertas,Blanco / Metalizado,11.490 €,"Clidrive Group
Profesional","Consumo medio
4,50
litros/100 km",No,2025-03-05 00:10:02.586388,ref15510661,https://www.autocasion.com/coches-segunda-mano/kia-picanto-ocasion/picanto-1-0-concept-6-ref15510661,img/coches/15510661-0-179140139867c29bf53bdb56.65558661.jpeg
CITROEN C4 Cactus 1.2 PureTech S&S Shine Pack 110,10/2020,Madrid,33.450 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,110 cv,5 Puertas,Negro / Metalizado,"11.590 €
5%
10.990 €","Clidrive Group
Profesional","Consumo medio
4,60
litros/100 km",No,2025-03-05 00:10:12.670399,ref14804506,https://www.autocasion.com/coches-segunda-mano/citroen-c4-cactus-ocasion/c4-cactus-1-2-puretech-s-s-shine-pack-110-ref14804506,img/coches/14804506-0-201581672367b886124268c3.98819206.jpeg
BMW X1 sDrive 16d,06/2017,Madrid,142.000 km,Diesel,C,12 meses,Manual,Todo Terreno,5 asientos,116 cv,5 Puertas,Negro / Metalizado,17.990 €,"Clidrive Group
Profesional","Consumo medio
4,50
litros/100 km",No,2025-03-05 00:10:24.733236,ref15385964,https://www.autocasion.com/coches-segunda-mano/bmw-x1-ocasion/x1-sdrive-16d-1-ref15385964,img/coches/15385964-0-20273310067a59b2f90c3c9.53756983.jpeg
MERCEDES-BENZ Clase CLA 250 e Shooting Brake,03/2021,Madrid,115.000 km,Híbrido,ECO,12 meses,Automático,Familiar,,218 cv,5 Puertas,Gris / Metalizado,"29.690 €
2%
28.990 €","Clidrive Group
Profesional",,No,2025-03-05 00:10:34.307553,ref15333323,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-cla-ocasion/cla-cla-250-e-shooting-brake-16799bd8e3acf3-ref15333323,img/coches/15333323-0-18129066267a44a0089a406.67628027.jpeg
BMW Serie 3 320d Touring xDrive,06/2014,Madrid,170.500 km,Diesel,C,12 meses,Manual,Stationwagon,5 asientos,184 cv,5 Puertas,Negro / Metalizado,11.490 €,"Clidrive Group
Profesional","Consumo medio
4,90
litros/100 km",No,2025-03-05 00:11:14.921445,ref15347591,https://www.autocasion.com/coches-segunda-mano/bmw-serie-3-ocasion/320d-touring-xdrive-ref15347591,img/coches/15347591-0-228011253167b8106e192a82.86537463.jpeg
VOLKSWAGEN Golf R 2.0 TSI 300cv BMT 4Motion DSG,03/2014,Madrid,164.000 km,Gasolina,C,12 meses,Automático,Berlina mediana o grande,,300 cv,5 Puertas,Rojo / Metalizado,22.990 €,"Clidrive Group
Profesional",,No,2025-03-05 00:11:24.265307,ref15424425,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/r-2-0-tsi-300cv-bmt-4motion-dsg-167aed53e38f4f-ref15424425,img/coches/15424425-0-365026077867aed562b4a783.64107927.jpeg
MERCEDES-BENZ Clase E 220 d Estate,05/2017,Madrid,179.000 km,Diésel,,12 meses,Automático,Familiar,,194 cv,5 Puertas,Gris / Metalizado,27.890 €,"Clidrive Group
Profesional",,No,2025-03-05 00:11:32.400897,ref15456183,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-e-ocasion/e-220-d-estate-167b6be7784948-ref15456183,img/coches/15456183-0-173618695467b6be92f03d10.33270802.jpeg
PEUGEOT 308 1.2 PureTech S&S Business Line 110,05/2017,Madrid,109.000 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,110 cv,5 Puertas,Negro / Metalizado,7.690 €,"Clidrive Group
Profesional","Consumo medio
4,60
litros/100 km",No,2025-03-05 00:11:41.691994,ref15333453,https://www.autocasion.com/coches-segunda-mano/peugeot-308-ocasion/308-1-2-puretech-s-s-business-line-110-1-ref15333453,img/coches/15333453-0-329666366267a44a47421f30.71295531.jpeg
BMW Serie 3 330e,06/2021,Madrid,58.583 km,Híbrido,ECO,12 meses,Automático,Berlina mediana o grande,,292 cv,4 Puertas,Negro / Metalizado,"30.990 €
4%
29.690 €","Clidrive Group
Profesional",,No,2025-03-05 00:11:49.766555,ref15259271,https://www.autocasion.com/coches-segunda-mano/bmw-serie-3-ocasion/330e-1678b58f59cce6-ref15259271,img/coches/15259271-0-7724071679db244d35192.27253097.jpeg
SEAT León ST 2.0 TSI S&S Cupra DSG7 290,02/2019,Madrid,93.300 km,Gasolina,C,12 meses,Automático,Stationwagon,5 asientos,290 cv,5 Puertas,Blanco Nevada (metalizado) / Metalizado,25.990 €,"Clidrive Group
Profesional","Consumo medio
6,50
litros/100 km",No,2025-03-05 00:12:00.511289,ref15358523,https://www.autocasion.com/coches-segunda-mano/seat-leon-ocasion/leon-st-2-0-tsi-s-s-cupra-dsg-7-290-ref15358523,img/coches/15358523-0-102129426367a6ed44267de4.26015370.jpeg
PEUGEOT 308 SW 2.0 BlueHDi Allure 150,12/2014,Madrid,184.500 km,Diesel,C,12 meses,Manual,Stationwagon,5 asientos,150 cv,5 Puertas,Marron / Metalizado,"10.490 €
8%
9.690 €","Clidrive Group
Profesional","Consumo medio
3,70
litros/100 km",No,2025-03-05 00:12:39.659599,ref15467114,https://www.autocasion.com/coches-segunda-mano/peugeot-308-ocasion/308-sw-2-0-bluehdi-allure-150-ref15467114,img/coches/15467114-0-143423862867b810c488ff64.67445275.jpeg
MAZDA Mazda6 W. 2.2DE Luxury (Navi) 110kW,02/2016,Madrid,109.000 km,Diesel,C,12 meses,Manual,Stationwagon,5 asientos,150 cv,5 Puertas,Gris / Metalizado,16.990 €,"Clidrive Group
Profesional","Consumo medio
4,20
litros/100 km",No,2025-03-05 00:12:49.199857,ref15490342,https://www.autocasion.com/coches-segunda-mano/mazda-mazda6-ocasion/mazda6-w-2-2de-luxury-navi-150-ref15490342,img/coches/15490342-0-194001881667bea7410ef202.60770579.jpeg
MERCEDES-BENZ Clase E 220 BT Avantgarde Aut.,03/2016,Madrid,135.000 km,Diesel,C,12 meses,Automático,Berlina,5 asientos,170 cv,4 Puertas,Negro / Metalizado,22.490 €,"Clidrive Group
Profesional","Consumo medio
4,30
litros/100 km",No,2025-03-05 00:13:00.287624,ref15403111,https://www.autocasion.com/coches-segunda-mano/mercedes-benz-clase-e-ocasion/e-220-bt-avantgarde-ref15403111,img/coches/15403111-0-175494760367aae0cdcdf152.23057991.jpeg
CITROEN C3 1.5BlueHDi S&S Shine 100,02/2023,Madrid,20.000 km,Diesel,C,11 meses,Manual,Berlina,5 asientos,100 cv,5 Puertas,Azul / Metalizado,"16.990 €
4%
16.390 €","Clidrive Group
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 00:13:11.598418,ref15206959,https://www.autocasion.com/coches-segunda-mano/citroen-c3-ocasion/c3-1-5bluehdi-s-s-shine-100-1-ref15206959,img/coches/15206959-0-366889067367aae0ae550b75.40902187.jpeg
NISSAN Qashqai dCi 85 kW (115 CV) E6D ACENTA,09/2020,Madrid,153.000 km,Diésel,,12 meses,Manual,Berlina mediana o grande,,115 cv,5 Puertas,Blanco,15.490 €,"Clidrive Group
Profesional",,No,2025-03-05 00:13:20.016593,ref15403144,https://www.autocasion.com/coches-segunda-mano/nissan-qashqai-ocasion/dci-85-kw-115-cv-e6d-acenta-167aae0beeb1d8-ref15403144,img/coches/15403144-0-326219659167aae104b9b1b8.65728358.jpeg
RENAULT Scénic Grand BOSE Energy TCe 130 7p Euro 6,12/2015,Madrid,156.000 km,Gasolina,C,12 meses,Manual,Familiar,,130 cv,5 Puertas,Blanco / Metalizado,9.490 €,"Clidrive Group
Profesional",,No,2025-03-05 00:13:28.513176,ref15424414,https://www.autocasion.com/coches-segunda-mano/renault-scenic-ocasion/grand-scenic-bose-energy-tce-130-7p-euro-6-167aed53c913de-ref15424414,img/coches/15424414-0-355881464467aed557bc78e3.08352304.jpeg
FORD Kuga 2.0TDCI Auto S&S Titanium 4x4 150,11/2017,Madrid,98.000 km,Diesel,C,12 meses,Manual,Todo Terreno,5 asientos,150 cv,5 Puertas,Blanco / Metalizado,18.490 €,"Clidrive Group
Profesional","Consumo medio
5,20
litros/100 km",No,2025-03-05 00:13:40.208109,ref15497811,https://www.autocasion.com/coches-segunda-mano/ford-kuga-ocasion/kuga-2-0tdci-titanium-4x4-150-1-ref15497811,img/coches/15497811-0-408784780367bff905739cc1.53266303.jpeg
